census_block_group,visitor_home_cbgs,income,rent,unemploy_ratio
550350008014.0,"{""550350017001"":129,""550350009003"":97,""550350015001"":96,""550350013001"":95,""550350003021"":95,""550350008032"":91,""550350016003"":89,""550350008022"":77,""550350008033"":70,""550350009001"":69,""550350008021"":67,""550350012006"":63,""550350011011"":61,""550350004001"":59,""550350003012"":59,""550170107003"":58,""550350003022"":53,""550339704002"":53,""550170102002"":52}",453,124,0.052274927395934166
550459603004.0,"{""550459608003"":66,""550459607001"":60}",284,40,0.0380794701986755
550590026023.0,"{""550590026021"":260,""550590026012"":226,""550590026022"":155,""170978608101"":152,""550590027001"":148,""170978660001"":132,""550590026013"":131,""550590003001"":131,""550590026011"":130,""170978601011"":123,""550590025001"":121,""170978609061"":116,""170978601012"":113,""550590020003"":109,""170978615062"":100,""170978610071"":100,""550590014006"":99,""550590006022"":98,""550590006021"":96,""170978641012"":92,""550590029062"":92,""550590024003"":91,""170978608061"":86,""550590026024"":86,""550590020002"":85,""170978608112"":83,""170978610091"":80,""550590021003"":79,""550590006013"":79,""550590027002"":78,""550791603001"":77,""550590029031"":73,""550590007002"":72,""170978616041"":71,""550590029061"":69,""550590029053"":68,""550590029044"":68,""170978601033"":68,""170978608062"":66,""170978604001"":66,""550590023003"":64,""170978660002"":63,""170978610103"":63,""550590024002"":62,""170978616091"":62,""550590029041"":62,""551010017051"":61,""550590006014"":59,""170978616032"":59,""550590023005"":59,""170978606004"":58,""551010018021"":57,""171118701022"":57,""170978615051"":57,""550590027003"":56,""550590030022"":56,""170978611062"":55,""170978610092"":55,""550590028001"":55,""170978610131"":55,""550790147002"":54,""550791872002"":54,""550590020001"":54,""550590022003"":53,""550590001001"":53,""550590005004"":53,""170978608102"":52,""170978601041"":52,""550590001002"":50,""170978611063"":50,""550590011002"":50,""170978608091"":50}",265,107,0.0
551332038023.0,"{""551332038024"":113,""551332038031"":89,""551332040023"":83,""551332040022"":79,""551332039011"":79,""551332038021"":73,""551332040021"":52}",508,25,0.0556045895851721
550350005021.0,"{""550350015001"":116,""550350013001"":94,""550350005023"":76,""550350003012"":66,""550350003021"":62,""550350005011"":57,""550170107003"":57,""550170102002"":56}",258,66,0.05653021442495128
550710005001.0,"{""550710003002"":107,""550710003001"":81,""550710002001"":68,""550710001004"":62,""550710001002"":61,""550710003003"":59}",247,28,0.0
550730003003.0,"{""550730003001"":65}",384,141,0.0030303030303030303
550250012004.0,"{""550250011011"":146,""550250016031"":118,""550250109011"":104,""550250011022"":93,""550250011012"":91,""550250125022"":87,""550250114023"":73,""550250016064"":72,""550250125011"":65,""550250137001"":65,""550250014033"":62,""550250107023"":61,""550250014023"":61,""550250108005"":61,""550250120013"":59,""550250112002"":56,""550250016062"":54,""550250124001"":50,""550250125023"":50}",746,650,0.05811138014527845
550730018004.0,"{""550730011021"":134,""550730012011"":111,""550730013004"":70,""550730012023"":64,""550979607012"":63,""550979611001"":60,""550730014001"":57,""550979605004"":54,""550730007001"":51,""550730012024"":51,""550979607021"":51}",549,61,0.05565217391304347
550790165002.0,{},300,260,0.07474747474747474
550790702004.0,"{""550790074001"":51}",320,78,0.046128500823723224
551270009011.0,"{""551270002003"":104,""551270009021"":99,""551270003024"":93,""551270009014"":90,""551270003025"":68,""551270009022"":68,""551270010004"":67,""551270003023"":64,""551270009013"":51}",698,271,0.036450079239302685
550090209003.0,"{""550090207021"":126,""550099400013"":98,""550090020031"":65,""550090207043"":62,""550090101001"":61,""550090207032"":59,""550090212003"":55,""550090018022"":55,""550090207041"":51,""550090212001"":50}",375,9,0.045871559633027525
550790084002.0,"{""550896602022"":96,""550896603041"":91,""550790074001"":90,""550896502001"":72,""550896603013"":64,""550896503004"":58,""550896501013"":53,""550790301003"":53,""550790601022"":51,""550896402002"":51}",157,111,0.20136518771331055
551010015012.0,"{""551010015013"":86,""550791603001"":81,""551010015041"":53}",356,92,0.054179566563467486
551010026002.0,"{""551010027022"":67}",463,51,0.0
550439603003.0,"{""550439603004"":68,""550439603001"":50}",326,95,0.0034423407917383822
550790801003.0,"{""550790074001"":73}",475,337,0.02240566037735849
551050012023.0,"{""551050013041"":194,""551050029004"":98,""551050013031"":98,""551050013032"":92,""551050030024"":88,""551050012012"":79,""551050012013"":75,""551050031005"":74,""551050013025"":70,""551050030021"":67,""551050029001"":66,""551050012022"":65,""551050030013"":62,""551050014004"":62,""551050013042"":62,""551050029005"":59,""550250109011"":53,""550250125022"":53,""551050007002"":52,""551050006001"":51,""551050028001"":51,""551050030022"":51,""551050028003"":51}",1181,37,0.016346546791990192
551270007022.0,"{""551270007013"":84,""551270007024"":61,""551270016031"":60,""551270006002"":58,""551270009014"":54,""551270007023"":53,""551270006001"":53}",415,249,0.03850641773628938
550199502004.0,{},399,85,0.028208744710860368
550679605001.0,{},420,52,0.0392156862745098
550790003011.0,"{""551314702041"":155,""551332004001"":145,""551314501042"":97,""551314601013"":96,""551314501032"":89,""550790003021"":80,""551314702021"":75,""550790002023"":74,""551314601011"":74,""551314701002"":73,""550790003042"":70,""551332004003"":65,""550896502001"":61,""551332002012"":61,""550896503004"":59,""551332005003"":57,""550896602022"":52,""551314701003"":51,""550790005012"":50,""551314601024"":50,""551332034031"":50}",656,96,0.0336
550790034002.0,"{""550790034003"":52}",481,287,0.10821917808219178
550790703003.0,"{""550790703005"":51}",400,16,0.010130246020260492
550790906002.0,"{""551332034052"":135,""551332033042"":84,""551332021012"":84,""551332033041"":81,""551332033052"":77,""551332037032"":68,""551332015042"":66,""551332012023"":62,""551332042005"":59,""550791603001"":58,""551314702041"":57,""551332034051"":56,""551332037031"":56,""550791008002"":55,""550790128001"":55,""551332008012"":54,""551332042002"":54,""551332031026"":53,""551332037043"":53,""551332034064"":53,""550791853001"":53,""551332038031"":52,""550551017022"":52,""551332012021"":52,""550790906004"":51}",276,55,0.082
551050018002.0,"{""551050019001"":56,""551050018001"":56,""551050026013"":54,""551050018003"":53}",384,175,0.10974244120940649
550170105003.0,"{""550170107003"":103,""550170104001"":88,""550170105004"":82,""550170107002"":81,""550170102002"":72,""550170102001"":65,""550170110005"":54,""550170107001"":50}",538,309,0.07537154989384288
550279619001.0,"{""550551003001"":82,""550279619003"":80,""550279617002"":61,""550279619002"":58,""550551001004"":50}",434,84,0.013001083423618635
550590030013.0,"{""550590030012"":75}",377,32,0.05889724310776943
550790127001.0,"{""551332034052"":118,""551332015042"":90,""551314702041"":86,""551332033042"":84,""551332021012"":77,""550790074001"":76,""550791853001"":67,""550791874001"":65,""550790128001"":65,""551332033052"":65,""550896602022"":64,""551314601013"":64,""551332033041"":63,""551332004001"":63,""551332005001"":61,""550896603041"":57,""551332037032"":57,""550790147002"":55,""550791603001"":52,""550790912001"":51,""551332012023"":51,""550790129002"":51}",509,218,0.04651162790697674
551410117005.0,"{""551410117004"":58}",464,109,0.07286166842661032
550090004013.0,"{""550090205041"":107,""550099400013"":103,""550099400012"":96,""550831013002"":86,""550099400021"":76,""550090207021"":72,""550090205034"":64,""550090205022"":63,""550090003023"":61,""550090205042"":61,""550099400031"":58,""550090205031"":58,""550090202033"":57,""550090007004"":55,""550090003022"":55,""550090004014"":53,""550090018022"":52,""550090202031"":52}",535,535,0.1856209150326797
550291007004.0,"{""550291007001"":88,""550291007002"":71,""550291008003"":54}",453,162,0.0398970398970399
550659701002.0,{},345,67,0.021276595744680844
550791402024.0,"{""550791501004"":99,""550791205013"":79,""550791402023"":70,""550791873003"":51,""550791402022"":51}",800,317,0.036842105263157884
550959610002.0,"{""550959610003"":66}",397,139,0.06166219839142091
550979603002.0,"{""550979604005"":150,""550979607012"":113,""550979605004"":101,""550979611001"":97,""550979607021"":91,""550979612002"":77,""550979608001"":74,""550979607013"":67,""550979603001"":66,""550979608002"":64,""550979604003"":57,""550979610001"":56,""550979611003"":55,""550979605002"":54,""550979602001"":52,""550979601003"":51}",587,449,0.03956043956043955
550979612003.0,"{""550979611001"":112,""550979607012"":103,""550979612002"":98,""551410115003"":79,""550979607021"":78,""550979605004"":72,""550979607011"":71,""550979607013"":58,""550979613002"":58,""551410115004"":57,""550979608001"":57,""550979612004"":54}",649,469,0.02964254577157803
551270016041.0,"{""551270016044"":82,""551270016043"":75,""551270016031"":65,""551270006004"":55,""551270017021"":54}",573,285,0.030988274706867668
550590028004.0,"{""550590030012"":102,""551270016023"":80,""550590030022"":76,""550590029062"":71,""551270017024"":71,""550590029031"":70,""550590030023"":61,""551010026004"":60,""551270017013"":60,""550590030013"":58,""551270010003"":56,""550590027001"":53,""550590029053"":51,""550590026021"":51,""551010024021"":51,""550590029044"":50}",553,60,0.03342884431709646
551332003001.0,"{""551314601013"":157,""551332034031"":110,""551314702041"":108,""551332034064"":93,""551332034032"":92,""551314601024"":84,""551332034033"":82,""551314501042"":71,""551332034052"":69,""551314701002"":68,""551332034062"":63,""551314702021"":60,""551332003004"":59,""551314701003"":59,""551332004001"":58,""551332034051"":57,""551332034041"":56,""551332002012"":52,""551332034063"":52,""551332005002"":51}",412,52,0.0546875
550090006001.0,"{""550099400012"":76,""550099400013"":70,""550090207021"":69,""550090205041"":66,""550090007004"":63,""550099400021"":53,""550099400031"":53}",313,9,0.0
550390422004.0,"{""550390422001"":60,""550390422003"":56,""550390422002"":50}",506,42,0.029810298102981025
550759601002.0,"{""550759601001"":58}",466,60,0.026035502958579874
550759615002.0,{},278,133,0.026066350710900476
550790170002.0,{},258,181,0.0
550979603001.0,"{""550979607012"":97,""550979611001"":81,""550979605004"":74,""550979607021"":64,""550730011021"":64,""550730012011"":62,""550979612002"":58,""550979604005"":57,""550979608001"":53,""550979607013"":51}",451,354,0.008526187576126673
551010016022.0,"{""551010017051"":139,""551010017032"":81,""551010016013"":75,""551010017052"":68,""550791603001"":61,""551010016021"":59,""551010016014"":54}",466,49,0.0074280408542246965
551050012013.0,"{""551050014004"":90,""551050012023"":83,""551050012012"":80,""551050013041"":76}",1113,163,0.07282246549262256
551332020023.0,"{""551010028003"":86,""551010028002"":85,""551332017042"":81,""551010028004"":77,""551010027011"":69,""551010020011"":66,""551332017044"":65,""551010020023"":57,""551010020022"":53,""551332020013"":52,""551332020024"":51}",390,47,0.024360535931790495
550790122002.0,"{""550790136001"":72}",211,144,0.06722689075630252
550090014003.0,{},334,34,0.01951951951951952
550291008001.0,"{""550291007001"":68,""550291001002"":64,""550291004002"":57,""550291003001"":52}",544,59,0.01524390243902439
550371902002.0,{},261,17,0.034
550791706004.0,"{""550791707002"":65,""550791704002"":62,""550791603001"":58,""550791603004"":53,""550791602032"":53}",280,168,0.011009174311926603
551170009002.0,"{""551170009001"":73,""551170008003"":70,""551170009003"":68,""551170107002"":61,""551170010001"":56,""551170011001"":51}",697,197,0.05175038051750381
551332032003.0,"{""551332033052"":117,""550551017022"":110,""551332037032"":107,""551332021012"":100,""551332034052"":98,""551332042005"":95,""551332042002"":94,""551332033042"":89,""551332037043"":88,""551332041004"":85,""551332033041"":85,""551332038031"":79,""551332037031"":77,""551332032001"":70,""551332037041"":70,""550250112002"":68,""551332043011"":66,""551332043021"":64,""551332038032"":63,""551332036023"":61,""550250114023"":61,""551332041003"":60,""551332040033"":59,""550551017021"":57,""551332040042"":57,""550250109011"":57,""550551007001"":57,""551332036024"":55,""551332038041"":55,""551332031026"":55,""551332037024"":54,""550250125022"":53,""550250120013"":53,""550551008003"":53,""551332045022"":52,""551332036021"":52,""551332040032"":51,""551332037023"":51,""551332032002"":50,""551332038042"":50,""551332033053"":50}",704,110,0.05104241552839684
551332035004.0,"{""551332034052"":205,""551332034051"":111,""551332035003"":108,""551332036011"":80,""551332035005"":59,""551332034063"":58,""551332035001"":57,""551332045025"":56,""551332037043"":55,""551314401061"":52}",416,16,0.02616609783845279
551332036011.0,"{""551332034052"":213,""550551017022"":133,""551332034051"":122,""551332035003"":109,""551332043011"":108,""551332036023"":103,""551332037032"":101,""551332042002"":100,""551332037031"":95,""551332037043"":93,""551332033041"":92,""551332045025"":84,""551332036021"":83,""551332045022"":82,""551332035004"":80,""551332036024"":80,""551332036022"":76,""551332034063"":75,""551332042005"":74,""551332035005"":68,""551332045021"":68,""550279615003"":68,""551332035001"":66,""551332032001"":66,""550551017021"":64,""551332045012"":63,""551314401061"":63,""551332043012"":61,""551332041004"":59,""551332043014"":55,""551332033042"":55,""551332033031"":55,""551332036014"":54,""551332043021"":53,""551332032003"":53,""551332037041"":53,""551332037022"":53,""551332037042"":53}",596,244,0.040780141843971635
551351010001.0,"{""551351005001"":108,""551351010004"":71,""551351006001"":63,""551351004003"":55,""550979607012"":54}",567,133,0.05276381909547738
550090202031.0,"{""550831013002"":237,""550090202033"":143,""550090205041"":131,""550099400013"":120,""550090205034"":106,""550831013003"":103,""550090202042"":103,""550090202043"":100,""550099400012"":88,""550090207021"":79,""550090202032"":75,""550090205031"":71,""550831011003"":68,""550090205042"":67,""550831013001"":65,""550090202041"":60,""550831011002"":58,""550090018022"":54,""550831010002"":53}",869,56,0.04089026915113872
550390409001.0,"{""550390411004"":115,""550390411003"":88,""550390420004"":86,""550390411001"":74,""550390420003"":52}",352,88,0.00805523590333717
550790198003.0,"{""550791202022"":59}",601,344,0.08607350096711798
550079603001.0,{},514,185,0.03785103785103785
