census_block_group,distance_from_home,state,county
550019502023,87657,WI,Adams County
550919501003,52076,WI,Pepin County
550590029041,20507,WI,Kenosha County
550499504003,63157,WI,Iowa County
551332028001,15340,WI,Waukesha County
550790007001,6177,WI,Milwaukee County
551390018033,44554,WI,Winnebago County
551390007003,7247,WI,Winnebago County
551010014004,5381,WI,Racine County
551332031026,13301,WI,Waukesha County
551332034063,15551,WI,Waukesha County
551332034065,14537,WI,Waukesha County
550250104001,11688,WI,Dane County
551050002003,26889,WI,Rock County
550819508001,161693,WI,Monroe County
550819508004,45978,WI,Monroe County
550819504002,134319,WI,Monroe County
550819502004,190890,WI,Monroe County
550819506002,226728,WI,Monroe County
550819502002,50153,WI,Monroe County
550999701001,139314,WI,Price County
550999705002,108067,WI,Price County
550250114023,112288,WI,Dane County
551410106004,24758,WI,Wood County
550999707003,94842,WI,Price County
550999707002,120715,WI,Price County
550250115031,45969,WI,Dane County
550250115063,11818,WI,Dane County
550630102032,10630,WI,La Crosse County
550250116001,70269,WI,Dane County
550730015002,18818,WI,Marathon County
550250116002,42637,WI,Dane County
551410112003,27275,WI,Wood County
551410112004,6964,WI,Wood County
551332007003,14249,WI,Waukesha County
550250119001,71057,WI,Dane County
550250121002,97796,WI,Dane County
550730001003,13366,WI,Marathon County
551410114002,6086,WI,Wood County
551410114003,24269,WI,Wood County
550250123003,20712,WI,Dane County
551332023022,11118,WI,Waukesha County
551410115002,38769,WI,Wood County
550250125012,25244,WI,Dane County
551410116001,38855,WI,Wood County
551390005001,5189,WI,Winnebago County
551390027002,8348,WI,Winnebago County
550250128003,80306,WI,Dane County
551410117005,20073,WI,Wood County
550250132004,140058,WI,Dane County
550250132001,29069,WI,Dane County
550390410001,5151,WI,Fond du Lac County
550090003032,11235,WI,Brown County
551332007001,13541,WI,Waukesha County
550099400043,7738,WI,Brown County
551039704003,52785,WI,Richland County
550699609003,26353,WI,Lincoln County
551332008031,14463,WI,Waukesha County
550090020016,5714,WI,Brown County
550090102013,9514,WI,Brown County
551332024003,12508,WI,Waukesha County
551332038031,17216,WI,Waukesha County
551332014032,12876,WI,Waukesha County
550079602001,119697,WI,Bayfield County
550090004022,11434,WI,Brown County
550079606002,190356,WI,Bayfield County
551390022013,15730,WI,Winnebago County
551332001013,12810,WI,Waukesha County
550090009001,35306,WI,Brown County
550090009003,11168,WI,Brown County
550090007001,8562,WI,Brown County
550090017011,37974,WI,Brown County
550679607004,61499,WI,Langlade County
551332022022,14100,WI,Waukesha County
550759614004,78005,WI,Marinette County
550079604002,178084,WI,Bayfield County
550119603001,79832,WI,Buffalo County
550090103002,5307,WI,Brown County
550090209002,11847,WI,Brown County
550090001001,38879,WI,Brown County
550090001002,9632,WI,Brown County
550090012002,9195,WI,Brown County
550090213032,30150,WI,Brown County
550090009004,5424,WI,Brown County
550590025002,12172,WI,Kenosha County
550590026013,10418,WI,Kenosha County
550310207001,9965,WI,Douglas County
550250017042,18704,WI,Dane County
550790401001,36062,WI,Milwaukee County
550250016062,18965,WI,Dane County
550790008001,8387,WI,Milwaukee County
551079604003,30177,WI,Rusk County
551079605001,67876,WI,Rusk County
551079602002,60168,WI,Rusk County
550279614003,25675,WI,Dodge County
550679606004,56702,WI,Langlade County
550790098001,5196,WI,Milwaukee County
550790067002,19765,WI,Milwaukee County
551314001031,25173,WI,Washington County
551314001022,14828,WI,Washington County
550791008001,21670,WI,Milwaukee County
550390414005,19149,WI,Fond du Lac County
550590010002,10634,WI,Kenosha County
550390415002,31154,WI,Fond du Lac County
551314001021,16174,WI,Washington County
550790031004,3959,WI,Milwaukee County
551314201041,27602,WI,Washington County
551314401062,25690,WI,Washington County
550790099002,5542,WI,Milwaukee County
550790097002,5394,WI,Milwaukee County
550590030013,16623,WI,Kenosha County
550019504003,47880,WI,Adams County
550250122024,19671,WI,Dane County
551010017063,11372,WI,Racine County
550791503032,14080,WI,Milwaukee County
550790198005,6241,WI,Milwaukee County
551211007001,33599,WI,Trempealeau County
551211001003,54892,WI,Trempealeau County
551211003002,52511,WI,Trempealeau County
551211006002,48104,WI,Trempealeau County
550790008002,6185,WI,Milwaukee County
551211007003,39425,WI,Trempealeau County
550790183003,7281,WI,Milwaukee County
550790045002,13413,WI,Milwaukee County
550790137001,6387,WI,Milwaukee County
550679603001,116988,WI,Langlade County
551211001001,175420,WI,Trempealeau County
550790015002,8212,WI,Milwaukee County
550790019001,6243,WI,Milwaukee County
550790022001,8762,WI,Milwaukee County
550790030002,4247,WI,Milwaukee County
550790024001,5448,WI,Milwaukee County
550790030003,5235,WI,Milwaukee County
550790027002,4245,WI,Milwaukee County
550790029001,4410,WI,Milwaukee County
550790032001,5583,WI,Milwaukee County
550790033004,5390,WI,Milwaukee County
550790033006,4472,WI,Milwaukee County
550790037001,3868,WI,Milwaukee County
550790039003,4925,WI,Milwaukee County
550790042003,4795,WI,Milwaukee County
550790043002,20291,WI,Milwaukee County
550790044002,5362,WI,Milwaukee County
550790046002,4629,WI,Milwaukee County
550790047001,4640,WI,Milwaukee County
550790070002,5615,WI,Milwaukee County
550790068004,3956,WI,Milwaukee County
550790073003,8969,WI,Milwaukee County
551211005003,40038,WI,Trempealeau County
550630104011,17377,WI,La Crosse County
551211007002,25143,WI,Trempealeau County
551211002002,53275,WI,Trempealeau County
551211008003,35458,WI,Trempealeau County
550250106001,19305,WI,Dane County
550050008001,75556,WI,Barron County
550250130001,30138,WI,Dane County
550250126002,35583,WI,Dane County
550250119002,73186,WI,Dane County
550250121001,27179,WI,Dane County
550250008003,13714,WI,Dane County
550250121003,149377,WI,Dane County
550250117001,82060,WI,Dane County
550250106004,15908,WI,Dane County
550790184002,6560,WI,Milwaukee County
550250124001,19417,WI,Dane County
550090213021,26203,WI,Brown County
551351009003,25756,WI,Waupaca County
550090207032,16521,WI,Brown County
550699605001,180239,WI,Lincoln County
550779602001,124265,WI,Marquette County
550170102002,86242,WI,Chippewa County
550790182001,8768,WI,Milwaukee County
550790185001,33790,WI,Milwaukee County
550790186002,3328,WI,Milwaukee County
550291008003,128861,WI,Door County
550779601001,61723,WI,Marquette County
550779605002,126878,WI,Marquette County
550779603003,70561,WI,Marquette County
550779605001,121160,WI,Marquette County
550390421004,21388,WI,Fond du Lac County
550759610004,80568,WI,Marinette County
551091209033,18182,WI,St. Croix County
551091204004,29371,WI,St. Croix County
551410104001,25207,WI,Wood County
551091205022,34026,WI,St. Croix County
551091205013,34553,WI,St. Croix County
551410105001,16202,WI,Wood County
551410111003,26826,WI,Wood County
551410112001,29581,WI,Wood County
550790192004,6112,WI,Milwaukee County
551410109003,43732,WI,Wood County
551410110001,22302,WI,Wood County
551351006001,53019,WI,Waupaca County
551351006002,56147,WI,Waupaca County
550790190001,7371,WI,Milwaukee County
550790190002,6826,WI,Milwaukee County
551039702002,76373,WI,Richland County
551039702003,56166,WI,Richland County
550730006011,26932,WI,Marathon County
551410110004,22317,WI,Wood County
551410110005,14564,WI,Wood County
550730009002,9416,WI,Marathon County
550730010001,39891,WI,Marathon County
551410101004,52472,WI,Wood County
550050002003,79020,WI,Barron County
550019502011,113606,WI,Adams County
550050008002,47622,WI,Barron County
550790078003,9873,WI,Milwaukee County
550790010002,7149,WI,Milwaukee County
550291004001,241940,WI,Door County
550291008004,127875,WI,Door County
550291005004,215825,WI,Door County
551332036013,14547,WI,Waukesha County
550790009001,10013,WI,Milwaukee County
550291008002,113956,WI,Door County
550291007002,130466,WI,Door County
551151010001,59810,WI,Shawano County
551151011003,43143,WI,Shawano County
551131004002,111984,WI,Sawyer County
551151011001,44717,WI,Shawano County
551151008003,92860,WI,Shawano County
551151001003,53683,WI,Shawano County
551151007002,88533,WI,Shawano County
550710105002,23385,WI,Manitowoc County
550790910001,5672,WI,Milwaukee County
550710102001,115010,WI,Manitowoc County
550710103003,32317,WI,Manitowoc County
551010011002,7916,WI,Racine County
550710052001,11416,WI,Manitowoc County
550710101004,24787,WI,Manitowoc County
550790002022,9967,WI,Milwaukee County
550339706002,131790,WI,Dunn County
550199508002,90138,WI,Clark County
550630101012,25376,WI,La Crosse County
551010011001,4701,WI,Racine County
550790011001,7010,WI,Milwaukee County
550790072003,4783,WI,Milwaukee County
550790108002,10076,WI,Milwaukee County
550090202043,11968,WI,Brown County
551351009004,16606,WI,Waupaca County
551390015003,15795,WI,Winnebago County
551390003002,8729,WI,Winnebago County
550896402003,8822,WI,Ozaukee County
550896501021,14329,WI,Ozaukee County
550896501022,13185,WI,Ozaukee County
550896502003,12915,WI,Ozaukee County
550896503002,12559,WI,Ozaukee County
550590029044,18338,WI,Kenosha County
550590019003,6381,WI,Kenosha County
551010020022,23717,WI,Racine County
550791008002,19636,WI,Milwaukee County
551010016011,47215,WI,Racine County
551010015041,9899,WI,Racine County
551010004004,5196,WI,Racine County
550710106001,101126,WI,Manitowoc County
550250005043,8793,WI,Dane County
550710054004,10690,WI,Manitowoc County
550710006004,33231,WI,Manitowoc County
551050020001,16930,WI,Rock County
550350008022,71833,WI,Eau Claire County
550150203081,13134,WI,Calumet County
550150203063,16740,WI,Calumet County
550390416002,33120,WI,Fond du Lac County
550390422002,23183,WI,Fond du Lac County
550390422004,29377,WI,Fond du Lac County
550390404003,4644,WI,Fond du Lac County
551270009021,31351,WI,Walworth County
551270009022,52413,WI,Walworth County
551050020002,6070,WI,Rock County
551270017023,26876,WI,Walworth County
551050023001,11668,WI,Rock County
550790182002,9175,WI,Milwaukee County
551050013042,111969,WI,Rock County
550390416003,35923,WI,Fond du Lac County
550390402003,22182,WI,Fond du Lac County
550896603014,26562,WI,Ozaukee County
551050001001,11847,WI,Rock County
550150208002,10184,WI,Calumet County
551050012022,35553,WI,Rock County
551050013043,6007,WI,Rock County
550219710002,38866,WI,Columbia County
550219706003,103888,WI,Columbia County
550859709003,213893,WI,Oneida County
550859701012,176905,WI,Oneida County
551270007021,13872,WI,Walworth County
551270005022,32154,WI,Walworth County
550979603002,23470,WI,Portage County
551314401031,23252,WI,Washington County
551270015021,45415,WI,Walworth County
551270016021,55050,WI,Walworth County
550590006013,51429,WI,Kenosha County
551314201052,14657,WI,Washington County
550590006023,8341,WI,Kenosha County
551314204012,15812,WI,Washington County
550039503001,126763,WI,Ashland County
550710008002,13582,WI,Manitowoc County
550710051003,15094,WI,Manitowoc County
551332022025,13850,WI,Waukesha County
550250016064,25184,WI,Dane County
551332017041,13778,WI,Waukesha County
551332040031,17358,WI,Waukesha County
551332029013,18417,WI,Waukesha County
551332001024,11790,WI,Waukesha County
551050011003,5978,WI,Rock County
551332017031,11223,WI,Waukesha County
551332002023,11412,WI,Waukesha County
550630102014,13479,WI,La Crosse County
550630105004,37762,WI,La Crosse County
550630104013,46504,WI,La Crosse County
550390417003,86987,WI,Fond du Lac County
550439601002,49567,WI,Grant County
550439612001,114150,WI,Grant County
550219708001,163041,WI,Columbia County
550439612002,110755,WI,Grant County
550979613003,132106,WI,Portage County
550219701003,26467,WI,Columbia County
550219706002,49839,WI,Columbia County
550219702003,31083,WI,Columbia County
550219704003,36459,WI,Columbia County
550219709003,158881,WI,Columbia County
550079601002,227795,WI,Bayfield County
550390420005,28542,WI,Fond du Lac County
550699602001,168476,WI,Lincoln County
551010020011,19093,WI,Racine County
550019507001,95716,WI,Adams County
550791857001,7921,WI,Milwaukee County
550390401005,12902,WI,Fond du Lac County
551010015025,7944,WI,Racine County
551050033002,68949,WI,Rock County
551050029004,30713,WI,Rock County
551050029003,20831,WI,Rock County
550791853001,21723,WI,Milwaukee County
550039508002,113778,WI,Ashland County
551390018043,27889,WI,Winnebago County
551390018032,64015,WI,Winnebago County
551390018031,23953,WI,Winnebago County
550859704001,85763,WI,Oneida County
550859705001,120554,WI,Oneida County
550859709001,157938,WI,Oneida County
550859701022,136672,WI,Oneida County
550050001002,116881,WI,Barron County
550050003002,77769,WI,Barron County
550050004002,59321,WI,Barron County
550859704003,54211,WI,Oneida County
550859710021,206762,WI,Oneida County
550870125051,33925,WI,Outagamie County
551299506002,107328,WI,Washburn County
551379602002,40180,WI,Waushara County
551379604001,130824,WI,Waushara County
551379604002,132377,WI,Waushara County
551379603003,62545,WI,Waushara County
550799900000,153519,WI,Milwaukee County
550790001011,12100,WI,Milwaukee County
551390024003,45932,WI,Winnebago County
551390024005,22837,WI,Winnebago County
550870116004,9976,WI,Outagamie County
550050006001,32381,WI,Barron County
550390410002,10036,WI,Fond du Lac County
551410109004,53073,WI,Wood County
550870121005,10213,WI,Outagamie County
551199601001,47185,WI,Taylor County
551199604002,51860,WI,Taylor County
551199606002,51604,WI,Taylor County
551199602002,68584,WI,Taylor County
550791001002,7704,WI,Milwaukee County
551332031034,7180,WI,Waukesha County
551079601002,100704,WI,Rusk County
551410101003,50166,WI,Wood County
551410116004,49215,WI,Wood County
551410117001,27946,WI,Wood County
551410104002,40171,WI,Wood County
551410109002,30443,WI,Wood County
551410103001,16972,WI,Wood County
551314201061,20552,WI,Washington County
551314201031,15128,WI,Washington County
550150206001,32823,WI,Calumet County
550090102022,26429,WI,Brown County
550039505002,135890,WI,Ashland County
551091210003,81762,WI,St. Croix County
550859715004,32775,WI,Oneida County
551039704001,59932,WI,Richland County
550039504001,124467,WI,Ashland County
550039505001,92169,WI,Ashland County
550039507001,168564,WI,Ashland County
550090102023,8835,WI,Brown County
550471002001,24090,WI,Green Lake County
550471006004,25861,WI,Green Lake County
550471006002,48471,WI,Green Lake County
550039508004,104133,WI,Ashland County
551010014007,3631,WI,Racine County
550870124002,31526,WI,Outagamie County
550870129012,18629,WI,Outagamie County
550870129011,14387,WI,Outagamie County
551010017052,11356,WI,Racine County
551010018021,62827,WI,Racine County
551010019003,68321,WI,Racine County
550350004002,34980,WI,Eau Claire County
550350004004,12188,WI,Eau Claire County
550870126023,28901,WI,Outagamie County
551010028004,25881,WI,Racine County
550630006003,16654,WI,La Crosse County
550350007005,12128,WI,Eau Claire County
550350007002,6277,WI,Eau Claire County
550630011011,13282,WI,La Crosse County
550630009002,27017,WI,La Crosse County
551010021002,24189,WI,Racine County
551019800001,21031,WI,Racine County
551010024012,18237,WI,Racine County
551010011004,4033,WI,Racine County
551010010013,8056,WI,Racine County
551010024021,18421,WI,Racine County
551010026002,27586,WI,Racine County
550699601002,186298,WI,Lincoln County
550699604002,39625,WI,Lincoln County
550699606002,138546,WI,Lincoln County
550630002004,23357,WI,La Crosse County
550630004001,16480,WI,La Crosse County
551010009034,8460,WI,Racine County
551010009042,6666,WI,Racine County
551010010034,2732,WI,Racine County
551010011003,8985,WI,Racine County
550471004002,55112,WI,Green Lake County
551010012021,5902,WI,Racine County
551110004011,37242,WI,Sauk County
551010012012,4482,WI,Racine County
551010012024,4759,WI,Racine County
551010014002,5812,WI,Racine County
550791016005,5594,WI,Milwaukee County
550870107004,5421,WI,Outagamie County
550870110001,36079,WI,Outagamie County
550870111011,8767,WI,Outagamie County
550870127001,33691,WI,Outagamie County
550870123001,10163,WI,Outagamie County
550279603004,21132,WI,Dodge County
550870128003,30395,WI,Outagamie County
550790074001,13461,WI,Milwaukee County
550870103001,6962,WI,Outagamie County
550870103002,5508,WI,Outagamie County
550791863002,22387,WI,Milwaukee County
550870103003,6773,WI,Outagamie County
550870108001,7334,WI,Outagamie County
550571007001,54339,WI,Juneau County
550571002002,55803,WI,Juneau County
550571003002,98460,WI,Juneau County
550571002001,252209,WI,Juneau County
550571004004,253550,WI,Juneau County
550870111012,4645,WI,Outagamie County
550571005001,41546,WI,Juneau County
550870111022,32627,WI,Outagamie County
551010012013,4535,WI,Racine County
550790034005,8250,WI,Milwaukee County
550791503043,11416,WI,Milwaukee County
550870114002,9446,WI,Outagamie County
550870114003,7523,WI,Outagamie County
550870115011,5407,WI,Outagamie County
550870115013,6865,WI,Outagamie County
550870115014,5246,WI,Outagamie County
551010004003,3507,WI,Racine County
550870117001,5315,WI,Outagamie County
550870117002,4122,WI,Outagamie County
550870118002,5469,WI,Outagamie County
550870119003,6303,WI,Outagamie County
550870119005,6758,WI,Outagamie County
550870120001,6708,WI,Outagamie County
550979608001,10447,WI,Portage County
550979608004,6506,WI,Portage County
550979611003,16814,WI,Portage County
550791202012,18720,WI,Milwaukee County
550170105001,14360,WI,Chippewa County
550390411004,28290,WI,Fond du Lac County
550790501021,12044,WI,Milwaukee County
550791501003,11836,WI,Milwaukee County
550791705001,8124,WI,Milwaukee County
550790501022,11530,WI,Milwaukee County
550790501025,9105,WI,Milwaukee County
550791872001,18719,WI,Milwaukee County
550791601001,10095,WI,Milwaukee County
550791602032,10914,WI,Milwaukee County
550791707003,5969,WI,Milwaukee County
550791802002,7473,WI,Milwaukee County
550791802003,6108,WI,Milwaukee County
550979602001,125062,WI,Portage County
550979608003,18483,WI,Portage County
550979606004,83057,WI,Portage County
550979606001,87888,WI,Portage County
550659704002,72398,WI,Lafayette County
550979612003,109567,WI,Portage County
550790203002,6149,WI,Milwaukee County
550790205001,4161,WI,Milwaukee County
550790602005,8187,WI,Milwaukee County
550791603003,62123,WI,Milwaukee County
550791603004,14780,WI,Milwaukee County
550791852003,7391,WI,Milwaukee County
550791852004,11446,WI,Milwaukee County
550119603002,75788,WI,Buffalo County
550119602002,37699,WI,Buffalo County
550790703002,8220,WI,Milwaukee County
550790702004,10270,WI,Milwaukee County
550791706003,5967,WI,Milwaukee County
550139708001,96382,WI,Burnett County
550791805001,5411,WI,Milwaukee County
551050029001,27781,WI,Rock County
551050030013,18258,WI,Rock County
550790197003,7121,WI,Milwaukee County
550979612004,24347,WI,Portage County
550790803004,9356,WI,Milwaukee County
550790901001,6952,WI,Milwaukee County
550790901003,23085,WI,Milwaukee County
550150206004,31367,WI,Calumet County
550150202004,32369,WI,Calumet County
550790902002,20458,WI,Milwaukee County
550791853003,8876,WI,Milwaukee County
550791401001,10178,WI,Milwaukee County
550791402011,9747,WI,Milwaukee County
550790207003,8343,WI,Milwaukee County
550790207004,5422,WI,Milwaukee County
550790208001,11462,WI,Milwaukee County
550790906001,17392,WI,Milwaukee County
550659701003,42288,WI,Lafayette County
550659701002,38325,WI,Lafayette County
550659705003,70147,WI,Lafayette County
550659703001,39200,WI,Lafayette County
550659705002,78638,WI,Lafayette County
550790906003,11942,WI,Milwaukee County
550791402024,6760,WI,Milwaukee County
550790911001,5715,WI,Milwaukee County
550790911002,5903,WI,Milwaukee County
550790912001,7156,WI,Milwaukee County
550790912003,8194,WI,Milwaukee County
550790198003,6356,WI,Milwaukee County
550790913003,10267,WI,Milwaukee County
550790913004,10548,WI,Milwaukee County
550791001004,6505,WI,Milwaukee County
551332031025,9772,WI,Waukesha County
551332045023,17359,WI,Waukesha County
550819503002,33848,WI,Monroe County
551170114001,12880,WI,Sheboygan County
551170002021,5674,WI,Sheboygan County
551170003004,80095,WI,Sheboygan County
550759900000,157720,WI,Marinette County
550759613003,73920,WI,Marinette County
551110006003,30430,WI,Sauk County
551110002004,25152,WI,Sauk County
551110004023,24382,WI,Sauk County
550819506001,124007,WI,Monroe County
550819506003,39425,WI,Monroe County
550419501001,146702,WI,Forest County
550719900000,352968,WI,Manitowoc County
551039702001,74148,WI,Richland County
550439605001,49234,WI,Grant County
550439607004,38727,WI,Grant County
550439604004,50441,WI,Grant County
550439605004,42180,WI,Grant County
551010019002,70775,WI,Racine County
550710051002,20243,WI,Manitowoc County
550710005004,12005,WI,Manitowoc County
550710051001,32882,WI,Manitowoc County
550710004003,10088,WI,Manitowoc County
550710001001,7732,WI,Manitowoc County
550710003002,86991,WI,Manitowoc County
551259502002,175630,WI,Vilas County
551259505003,167176,WI,Vilas County
551259506002,235358,WI,Vilas County
551259507001,203811,WI,Vilas County
551332012031,15037,WI,Waukesha County
551332011021,23123,WI,Waukesha County
550630101023,49586,WI,La Crosse County
551332009023,12087,WI,Waukesha County
550239606003,67632,WI,Crawford County
550239604003,106296,WI,Crawford County
550979605001,95878,WI,Portage County
550630102011,12001,WI,La Crosse County
550630003001,71182,WI,La Crosse County
550119604002,66224,WI,Buffalo County
550571003001,100725,WI,Juneau County
551314203002,10418,WI,Washington County
551314204011,11256,WI,Washington County
551314702022,10572,WI,Washington County
550879400002,18690,WI,Outagamie County
550879400003,22187,WI,Outagamie County
551314401043,23349,WI,Washington County
551314402001,13842,WI,Washington County
550250108004,18815,WI,Dane County
550250110001,18590,WI,Dane County
550790205002,5594,WI,Milwaukee County
550079603001,173941,WI,Bayfield County
550790602001,28633,WI,Milwaukee County
550250111021,23608,WI,Dane County
550250113021,14782,WI,Dane County
551314702023,11523,WI,Washington County
550019505012,123274,WI,Adams County
550250031003,72674,WI,Dane County
550250032001,23561,WI,Dane County
550250101001,14743,WI,Dane County
550790097001,5627,WI,Milwaukee County
550790025002,4850,WI,Milwaukee County
551314601022,14125,WI,Washington County
550250107013,11697,WI,Dane County
550790134003,8031,WI,Milwaukee County
550790053001,5901,WI,Milwaukee County
550790028001,4356,WI,Milwaukee County
551314701002,35997,WI,Washington County
551139400002,112374,WI,Sawyer County
551131005004,142852,WI,Sawyer County
551131003002,134713,WI,Sawyer County
551139400003,118676,WI,Sawyer County
550090005001,8218,WI,Brown County
550250108001,16237,WI,Dane County
551332012011,24740,WI,Waukesha County
550250110002,21123,WI,Dane County
551332021024,15890,WI,Waukesha County
551332034062,17756,WI,Waukesha County
550090103001,8325,WI,Brown County
550099400041,30880,WI,Brown County
551332032001,9100,WI,Waukesha County
551332040022,29110,WI,Waukesha County
551332036021,14052,WI,Waukesha County
550831013002,48071,WI,Oconto County
551332001011,14213,WI,Waukesha County
550831007002,39181,WI,Oconto County
550831008001,73269,WI,Oconto County
550831006002,68101,WI,Oconto County
550831010003,28945,WI,Oconto County
550831008002,74336,WI,Oconto County
551010015024,11606,WI,Racine County
550090216004,10761,WI,Brown County
550339708003,30132,WI,Dunn County
550339703003,27979,WI,Dunn County
550099400016,17847,WI,Brown County
550099400015,16674,WI,Brown County
550090207022,71608,WI,Brown County
550090208001,6839,WI,Brown County
550090016003,6578,WI,Brown County
550090214002,23598,WI,Brown County
550099400012,35415,WI,Brown County
550090213041,32668,WI,Brown County
550090214001,18764,WI,Brown County
550090018021,41624,WI,Brown County
550090101003,10230,WI,Brown County
550090102012,13446,WI,Brown County
550350011011,13934,WI,Eau Claire County
550350008014,15986,WI,Eau Claire County
550019504002,60912,WI,Adams County
550250004052,20827,WI,Dane County
550250003001,16031,WI,Dane County
550250137001,49957,WI,Dane County
550250004081,23150,WI,Dane County
550250111027,13231,WI,Dane County
550791601002,10028,WI,Milwaukee County
550791602042,9250,WI,Milwaukee County
550219702004,53676,WI,Columbia County
551379602001,62565,WI,Waushara County
550310204003,11866,WI,Douglas County
550310205001,14232,WI,Douglas County
550790055005,7437,WI,Milwaukee County
550590030023,16283,WI,Kenosha County
550590006024,7286,WI,Kenosha County
550250011021,30292,WI,Dane County
550250107011,11215,WI,Dane County
550250016052,22734,WI,Dane County
550791601003,8922,WI,Milwaukee County
550791603002,13633,WI,Milwaukee County
551079605004,61696,WI,Rusk County
550459606003,33504,WI,Green County
550870131003,20770,WI,Outagamie County
550150204001,22628,WI,Calumet County
550679604001,100031,WI,Langlade County
550790049002,4366,WI,Milwaukee County
550790050001,4651,WI,Milwaukee County
550790078001,10690,WI,Milwaukee County
550790052001,6256,WI,Milwaukee County
550790054003,6184,WI,Milwaukee County
550790054004,9051,WI,Milwaukee County
550790035004,5908,WI,Milwaukee County
550790065001,3842,WI,Milwaukee County
550790056002,7117,WI,Milwaukee County
550790081002,5759,WI,Milwaukee County
550791015003,5728,WI,Milwaukee County
550790063002,4050,WI,Milwaukee County
550790064003,3885,WI,Milwaukee County
550790065003,3932,WI,Milwaukee County
550790170001,4141,WI,Milwaukee County
550791202023,23140,WI,Milwaukee County
550790005012,7799,WI,Milwaukee County
550790006002,4719,WI,Milwaukee County
550679601003,131889,WI,Langlade County
550279620002,8622,WI,Dodge County
550619601002,38084,WI,Kewaunee County
551332020021,25000,WI,Waukesha County
551332020023,18031,WI,Waukesha County
551332025005,13076,WI,Waukesha County
551332026001,6380,WI,Waukesha County
551390013001,5556,WI,Winnebago County
551390005004,6276,WI,Winnebago County
550090012001,6846,WI,Brown County
550790028002,4912,WI,Milwaukee County
550790095003,6887,WI,Milwaukee County
550250016031,50803,WI,Dane County
551050018004,14401,WI,Rock County
550791017004,7240,WI,Milwaukee County
551390014002,7146,WI,Winnebago County
550791018002,7716,WI,Milwaukee County
550819505003,17844,WI,Monroe County
550790079001,9643,WI,Milwaukee County
550790203001,8073,WI,Milwaukee County
550310301003,91037,WI,Douglas County
551050003003,7102,WI,Rock County
550090014004,6462,WI,Brown County
551170002022,5568,WI,Sheboygan County
551390001003,6003,WI,Winnebago County
550791002003,6353,WI,Milwaukee County
550791003002,7516,WI,Milwaukee County
550791870001,12510,WI,Milwaukee County
551390029002,8632,WI,Winnebago County
550790164002,4597,WI,Milwaukee County
550790036002,5224,WI,Milwaukee County
550870115021,6955,WI,Outagamie County
550790165002,14764,WI,Milwaukee County
550350012004,9500,WI,Eau Claire County
550350012005,6502,WI,Eau Claire County
551010002005,4919,WI,Racine County
550090212001,12821,WI,Brown County
550090213011,20673,WI,Brown County
550896201001,32971,WI,Ozaukee County
550310204001,91142,WI,Douglas County
550310204002,13308,WI,Douglas County
550896402004,42964,WI,Ozaukee County
550896601003,8969,WI,Ozaukee County
551170106013,11348,WI,Sheboygan County
550590015001,4748,WI,Kenosha County
551314201034,20713,WI,Washington County
551390001001,5563,WI,Winnebago County
551170113001,102449,WI,Sheboygan County
550419501002,136374,WI,Forest County
550459606001,13509,WI,Green County
550459601001,28056,WI,Green County
550459606004,18663,WI,Green County
550459603001,46863,WI,Green County
550459602003,48607,WI,Green County
550790215003,7685,WI,Milwaukee County
550730015003,97433,WI,Marathon County
551332014043,12641,WI,Waukesha County
550090213012,9628,WI,Brown County
550730014002,115825,WI,Marathon County
550590014002,3797,WI,Kenosha County
550730017001,27686,WI,Marathon County
550590030012,17662,WI,Kenosha County
550279605002,60939,WI,Dodge County
550279613002,21848,WI,Dodge County
550090101001,7020,WI,Brown County
550090215002,28304,WI,Brown County
550090103004,10159,WI,Brown County
551170107001,81715,WI,Sheboygan County
551170105011,36655,WI,Sheboygan County
550339708001,14095,WI,Dunn County
551170112001,32036,WI,Sheboygan County
551170001001,6468,WI,Sheboygan County
550870125032,8389,WI,Outagamie County
551332041001,42953,WI,Waukesha County
551332041002,20005,WI,Waukesha County
550310302002,31093,WI,Douglas County
550310211001,64586,WI,Douglas County
551379608003,72269,WI,Waushara County
550310207003,10413,WI,Douglas County
550250125014,25356,WI,Dane County
550090010001,12832,WI,Brown County
550250125023,15777,WI,Dane County
550511803002,198041,WI,Iron County
550511801003,149778,WI,Iron County
550310301001,139952,WI,Douglas County
550250133022,19992,WI,Dane County
550250005034,10025,WI,Dane County
550319900000,,WI,Douglas County
550250018021,29711,WI,Dane County
550310301005,122486,WI,Douglas County
550310303003,158798,WI,Douglas County
550310203003,12610,WI,Douglas County
550090020031,26651,WI,Brown County
550310303005,60106,WI,Douglas County
550791201011,29736,WI,Milwaukee County
550219702002,62888,WI,Columbia County
550499503002,42697,WI,Iowa County
550790013004,6775,WI,Milwaukee County
550499504001,92943,WI,Iowa County
550499506003,137712,WI,Iowa County
550250016042,36374,WI,Dane County
550499504004,106101,WI,Iowa County
550499501003,55384,WI,Iowa County
550790601021,10531,WI,Milwaukee County
550790001023,9669,WI,Milwaukee County
550539601002,237145,WI,Jackson County
550539604002,35138,WI,Jackson County
550539601001,232891,WI,Jackson County
550539602003,227217,WI,Jackson County
551390026012,12484,WI,Winnebago County
551390026021,11843,WI,Winnebago County
551390028003,7735,WI,Winnebago County
551390028004,6999,WI,Winnebago County
551390032002,5132,WI,Winnebago County
551390034001,18067,WI,Winnebago County
