FID,FID_1,OBJECTID,Cession_Da,Nation_Cor,LinkRoyce,LinkKapple,Year_value,Square_Mil
120,120,121,-4548960000000.000000000000000,Shawnee,https://archive.org/stream/annualreportofbu218smit#page/714/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sha0262.htm,1825,1081.542195550000100
121,121,122,-4548960000000.000000000000000,Shawnee,https://archive.org/stream/annualreportofbu218smit#page/714/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sha0262.htm,1825,2988.869705839999800
122,122,123,-4542220800000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/714/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cre0264.htm,1826,8828.497417329999700
123,123,124,-4542220800000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/714/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cre0264.htm,1826,68.905183803499995
124,124,125,-4542220800000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/714/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cre0264.htm,1826,1.457619739300000
125,125,126,-4542220800000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/714/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cre0264.htm,1826,7.069462964500000
126,126,127,-4542220800000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/714/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cre0264.htm,1826,1630.848310229999900
127,127,128,-4519324800000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/716/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0273.htm,1826,1892.452954270000000
128,128,129,-4519324800000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/716/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0273.htm,1826,717.065281726999960
129,129,130,-4493491200000.000000000000000,"Chippewa, Menominee, and Winnebago",https://archive.org/stream/annualreportofbu218smit#page/718/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0281.htm,1827,102.688066909000000
130,130,131,-4490121600000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/718/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1827,5.902025677800000
131,131,132,-4490121600000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/718/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1827,5.552761010200000
132,132,133,-4490121600000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/718/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1827,28.111366632900001
133,133,134,-4490121600000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/718/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1827,56.821474181500001
134,134,135,-4490121600000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/718/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1827,17.734065533399999
135,135,136,-4490121600000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/718/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1827,22.883712228899999
136,136,137,-4485196800000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/720/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1827,628.961177970999980
137,137,138,-4477593600000.000000000000000,Eel River or Thorntown party of Miami Indians,https://archive.org/stream/annualreportofbu218smit#page/720/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1828,150.902880178999990
138,138,139,-4477593600000.000000000000000,Eel River or Thorntown party of Miami Indians,https://archive.org/stream/annualreportofbu218smit#page/720/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1828,9765.140837369999600
139,139,140,-4477593600000.000000000000000,Eel River or Thorntown party of Miami Indians,https://archive.org/stream/annualreportofbu218smit#page/720/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1828,14.982985603900000
140,140,141,-4460659200000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/722/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1828,497.721487149999970
141,141,142,-4460659200000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/722/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1828,2665.405030710000100
142,142,143,-4431456000000.000000000000000,"Chippewa, Ottawa, and Potawatomi",https://archive.org/stream/annualreportofbu218smit#page/722/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1829,4556.130862629999700
143,143,144,-4431456000000.000000000000000,"Chippewa, Ottawa, and Potawatomi",https://archive.org/stream/annualreportofbu218smit#page/722/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1829,6376.721018170000200
144,144,145,-4431196800000.000000000000000,Winnebago,https://archive.org/stream/annualreportofbu218smit#page/724/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0283.htm,1829,8131.100588379999900
145,145,146,-4431024000000.000000000000000,"Delaware, band on the Sandusky River",https://archive.org/stream/annualreportofbu218smit#page/724/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/del0303.htm,1829,14.011625419600000
146,146,147,-4401129600000.000000000000000,"Sac and Fox, Mdewakanton Sioux, Wahpekuta, Sisseton-Wahpeton Oyate, Omaha, Iowa, Otoe-Missouria",https://archive.org/stream/annualreportofbu218smit#page/726/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sau0305.htm,1830,33480.832282800002000
147,147,148,-4401129600000.000000000000000,"Sac and Fox, Mdewakanton Sioux, Wahpekuta, Sisseton-Wahpeton Oyate, Omaha, Iowa, Otoe-Missouria",https://archive.org/stream/annualreportofbu218smit#page/726/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sau0305.htm,1830,6235.729077330000100
148,148,149,-4401129600000.000000000000000,"Sac and Fox, Mdewakanton Sioux, Wahpekuta, Sisseton-Wahpeton Oyate, Omaha, Iowa, Otoe-Missouria",https://archive.org/stream/annualreportofbu218smit#page/726/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sau0305.htm,1830,7137.296515109999700
149,149,150,-4401129600000.000000000000000,"Sac and Fox, Mdewakanton Sioux, Wahpekuta, Sisseton-Wahpeton Oyate, Omaha, Iowa, Otoe-Missouria",https://archive.org/stream/annualreportofbu218smit#page/726/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sau0305.htm,1830,79.187578626900006
150,150,151,-4401129600000.000000000000000,"Sac and Fox, Mdewakanton Sioux, Wahpekuta, Sisseton-Wahpeton Oyate, Omaha, Iowa, Otoe-Missouria",https://archive.org/stream/annualreportofbu218smit#page/726/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sau0305.htm,1830,286.689858739999980
151,151,152,-4394736000000.000000000000000,Choctaw,https://archive.org/stream/annualreportofbu218smit#page/726/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cho0310.htm,1830,24123.792087800000000
152,152,153,-4394736000000.000000000000000,Choctaw,https://archive.org/stream/annualreportofbu218smit#page/726/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cho0310.htm,1830,6.840447113900000
153,153,154,-4383158400000.000000000000000,Menominee,https://archive.org/stream/annualreportofbu218smit#page/728/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/men0319.htm,1831,1563.201759119999900
154,154,155,-4383158400000.000000000000000,Menominee,https://archive.org/stream/annualreportofbu218smit#page/728/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/men0319.htm,1831,22.860635209000002
155,155,156,-4383158400000.000000000000000,Menominee,https://archive.org/stream/annualreportofbu218smit#page/728/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/men0319.htm,1831,5789.075177159999800
156,156,157,-4383158400000.000000000000000,Menominee,https://archive.org/stream/annualreportofbu218smit#page/730/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/men0319.htm,1831,152.025629614000000
157,157,158,-4383158400000.000000000000000,Menominee,https://archive.org/stream/annualreportofbu218smit#page/730/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/men0319.htm,1831,63.858036344100000
158,158,159,-4381430400000.000000000000000,Seneca of Sandusky River,https://archive.org/stream/annualreportofbu218smit#page/730/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen0325.htm,1831,133.163695458000010
159,159,160,-4381430400000.000000000000000,Seneca of Sandusky River,https://archive.org/stream/annualreportofbu218smit#page/732/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen0325.htm,1831,111.653854917999990
160,160,161,-4367520000000.000000000000000,Shawnee,https://archive.org/stream/annualreportofbu218smit#page/732/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sha0331.htm,1831,224.252686186000010
161,161,162,-4367520000000.000000000000000,Shawnee,https://archive.org/stream/annualreportofbu218smit#page/732/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sha0331.htm,1831,54.377759801400003
162,162,163,-4365619200000.000000000000000,Ottawa,https://archive.org/stream/annualreportofbu218smit#page/734/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0335.htm,1831,53.551536273200000
163,163,164,-4365619200000.000000000000000,Ottawa,https://archive.org/stream/annualreportofbu218smit#page/734/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0335.htm,1831,21.021234815600000
164,164,165,-4365619200000.000000000000000,Ottawa,https://archive.org/stream/annualreportofbu218smit#page/734/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0335.htm,1831,75.709269664399997
165,165,166,-4365619200000.000000000000000,Ottawa,https://archive.org/stream/annualreportofbu218smit#page/734/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0335.htm,1831,18.711759754599999
166,166,167,-4353350400000.000000000000000,Wyandotte,https://archive.org/stream/annualreportofbu218smit#page/734/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0339.htm,1832,51.998386978500001
167,167,168,-4347734400000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/734/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cre0341.htm,1832,11747.739992100000000
168,168,169,-4343760000000.000000000000000,Seminole,https://archive.org/stream/annualreportofbu218smit#page/734/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sem0344.htm,1832,12845.515958000000000
169,169,170,-4332614400000.000000000000000,Winnebago,https://archive.org/stream/annualreportofbu218smit#page/736/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/win0345.htm,1832,6320.151439909999700
170,170,171,-4332096000000.000000000000000,Sac and Fox,https://archive.org/stream/annualreportofbu218smit#page/736/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sau0349.htm,1832,15888.056611500000000
171,171,172,-4330368000000.000000000000000,Appalachicola,https://archive.org/stream/annualreportofbu218smit#page/736/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/app0352.htm,1832,15.135397988399999
172,172,173,-4330368000000.000000000000000,Appalachicola,https://archive.org/stream/annualreportofbu218smit#page/738/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/app0352.htm,1832,4024.040571049999900
173,173,174,-4329590400000.000000000000000,Chickasaw,https://archive.org/stream/annualreportofbu218smit#page/738/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0356.htm,1832,15372.616332500000000
174,174,175,-4329244800000.000000000000000,Kickapoo,https://archive.org/stream/annualreportofbu218smit#page/738/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/kic0365.htm,1832,4642.896620249999600
175,175,176,-4329072000000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/740/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0367.htm,1832,6941.379043140000200
176,176,177,-4328985600000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/740/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0372.htm,1832,2066.158368349999800
177,177,178,-4319136000000.000000000000000,Ottawa,https://archive.org/stream/annualreportofbu218smit#page/748/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0392.htm,1833,63.042397939799997
178,178,179,-4319136000000.000000000000000,Ottawa,https://archive.org/stream/annualreportofbu218smit#page/748/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0392.htm,1833,25.204344431500001
179,179,180,-4308768000000.000000000000000,Appalachicola,https://archive.org/stream/annualreportofbu218smit#page/748/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/app0398.htm,1833,10.243583836499999
180,180,181,-4308768000000.000000000000000,Seminoles,https://archive.org/stream/annualreportofbu218smit#page/748/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sem0394.htm,1833,7.361726227800000
181,181,182,-4300560000000.000000000000000,Otoe-Missouria,https://archive.org/stream/annualreportofbu218smit#page/750/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/oto0400.htm,1833,2815.966038430000000
182,182,183,-4300128000000.000000000000000,"Chippewa, Ottawa, and Potawatomi",https://archive.org/stream/annualreportofbu218smit#page/750/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0402.htm,1833,10216.842660800001000
183,183,184,-4300041600000.000000000000000,"Chippewa, Ottawa, and Potawatomi",https://archive.org/stream/annualreportofbu218smit#page/750/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0402.htm,1833,19.600758032900000
184,184,185,-4300041600000.000000000000000,"Chippewa, Ottawa, and Potawatomi",https://archive.org/stream/annualreportofbu218smit#page/750/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0402.htm,1833,211.516458892999990
185,185,186,-4300041600000.000000000000000,"Chippewa, Ottawa, and Potawatomi",https://archive.org/stream/annualreportofbu218smit#page/750/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0402.htm,1833,79.081083864600004
186,186,187,-4299004800000.000000000000000,Confederated Pawnee,https://archive.org/stream/annualreportofbu218smit#page/750/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/paw0416.htm,1833,23553.803145900001000
187,187,188,-4266259200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/752/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0425.htm,1834,63.567756644699998
188,188,189,-4266259200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/752/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0425.htm,1834,52.087597492199997
189,189,190,-4266259200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/752/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0425.htm,1834,19.412614875100001
190,190,191,-4266259200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/752/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0425.htm,1834,15.117617092000000
191,191,192,-4266259200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/752/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0425.htm,1834,12.152707772799999
192,192,193,-4266259200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/752/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0425.htm,1834,38.151774486100003
193,193,194,-4266259200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/752/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0425.htm,1834,448.789800388000000
194,194,195,-4266259200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/752/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0425.htm,1834,16.993302408800002
195,195,196,-4262112000000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/754/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0429.htm,1834,11.104458768900001
196,196,197,-4261507200000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/754/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0431.htm,1834,10.327481215000001
197,197,198,-4244572800000.000000000000000,Caddo,https://archive.org/stream/annualreportofbu218smit#page/754/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cad0432.htm,1835,917.349691990999990
198,198,199,-4228934400000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/754/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0439.htm,1835,17244.060579199999000
199,199,200,-4221331200000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/756/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0450.htm,1836,5.647084103500000
200,200,201,-4221158400000.000000000000000,Ottawa and Chippewa,https://archive.org/stream/annualreportofbu218smit#page/756/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0450.htm,1836,42968.527355799997000
201,201,202,-4221158400000.000000000000000,Ottawa and Chippewa,https://archive.org/stream/annualreportofbu218smit#page/756/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0450.htm,1836,68.662450719000006
202,202,203,-4221158400000.000000000000000,Ottawa and Chippewa,https://archive.org/stream/annualreportofbu218smit#page/756/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0450.htm,1836,226.686565693000010
203,203,204,-4221072000000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0457.htm,1836,6.666344754500000
204,204,205,-4219948800000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0457a.htm,1836,61.056102603900001
205,205,206,-4218998400000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0458.htm,1836,9.178710131900001
206,206,207,-4218912000000.000000000000000,Wyandotte,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0460.htm,1836,98.797777812500001
207,207,208,-4218912000000.000000000000000,Wyandotte,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0460.htm,1836,2.459480483500000
208,208,209,-4218912000000.000000000000000,Wyandotte,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0460.htm,1836,0.959734001700000
209,209,210,-4217529600000.000000000000000,Chippewa,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0461.htm,1836,21.693341009800001
210,210,211,-4217529600000.000000000000000,Chippewa,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0461.htm,1836,17.537234859900000
211,211,212,-4217529600000.000000000000000,Chippewa,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0461.htm,1836,2.325817887900000
212,212,213,-4217529600000.000000000000000,Chippewa,https://archive.org/stream/annualreportofbu218smit#page/758/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0461.htm,1836,21.550839604899998
213,213,214,-4209926400000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/760/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0462.htm,1836,43.823389947700001
214,214,215,-4207420800000.000000000000000,Menominee,https://archive.org/stream/annualreportofbu218smit#page/760/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/men0463.htm,1836,7469.562711370000200
215,215,216,-4207420800000.000000000000000,Menominee,https://archive.org/stream/annualreportofbu218smit#page/760/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/men0463.htm,1836,627.445969416000030
216,216,217,-4205952000000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/762/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0470.htm,1836,25.183485122400000
217,217,218,-4205692800000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/762/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0471a.htm,1836,12.296397418000000
218,218,219,-4205692800000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/762/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0471a.htm,1836,16.908432337099999
219,219,220,-4205692800000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/762/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0471a.htm,1836,23.261541969900001
220,220,221,-4205692800000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/762/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0471a.htm,1836,4.615636076000000
221,221,222,-4205260800000.000000000000000,Sac and Fox,https://archive.org/stream/annualreportofbu218smit#page/762/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sau0476.htm,1836,671.989178502999950
222,222,223,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,12.917489758900000
223,223,224,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,28.108865258000002
224,224,225,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,23.063362063200000
225,225,226,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,26.200798350199999
226,226,227,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,1.889723975000000
227,227,228,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,14.358063720100001
228,228,229,-4006627200000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1843,5.272290342500000
229,229,230,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,3.942746104600000
230,230,231,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,5.560927119700000
231,231,232,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,4.574749852000000
232,232,233,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,32.431254437400000
233,233,234,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,12.446650055299999
234,234,235,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,13.895352317600000
235,235,236,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,83.992989361300005
236,236,237,-4195929600000.000000000000000,Saginaw Chippewa,https://archive.org/stream/annualreportofbu218smit#page/764/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0482.htm,1837,38.421230967299998
237,237,238,-4178995200000.000000000000000,Chippewa,https://archive.org/stream/annualreportofbu218smit#page/766/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0491.htm,1837,42974.816828399998000
238,238,239,-4178995200000.000000000000000,Sioux,https://archive.org/stream/annualreportofbu218smit#page/766/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sio0493.htm,1837,11721.611567899999000
239,239,240,-4171737600000.000000000000000,Sac and Fox,https://archive.org/stream/annualreportofbu218smit#page/766/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sau0495.htm,1837,3716.644023599999900
240,240,241,-4170787200000.000000000000000,Winnebago,https://archive.org/stream/annualreportofbu218smit#page/768/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/win0498.htm,1837,11394.237265500000000
241,241,242,-4164307200000.000000000000000,Oneida,https://archive.org/stream/annualreportofbu218smit#page/768/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/one0517.htm,1838,1385.901297509999900
242,242,243,-4164307200000.000000000000000,Oneida,https://archive.org/stream/annualreportofbu218smit#page/768/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/one0517.htm,1838,177.300538173000010
243,243,244,-4164307200000.000000000000000,Iroquois,https://archive.org/stream/annualreportofbu218smit#page/770/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/new0502.htm,1838,3323.465352220000100
244,244,245,-4164307200000.000000000000000,Iroquois,https://archive.org/stream/annualreportofbu218smit#page/770/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/new0502.htm,1838,63.200117322300002
245,245,246,-4164307200000.000000000000000,Iroquois,https://archive.org/stream/annualreportofbu218smit#page/772/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/new0502.htm,1838,6.386749037200000
246,246,247,-4138819200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/772/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0519.htm,1838,315.339550481000000
247,247,248,-4138819200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/772/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0519.htm,1838,70.974386327800005
248,248,249,-4138819200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/772/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0519.htm,1838,122.382382762000010
