SCHOOL,DISTRICT,SCH_TYPE,LOW_GRADE,HIGH_GRD,TYPE_DESC,SCH_CAT,CHARTER,FULL_ADDR,PHYS_COUNT,CESA,DPI_KEY,DIST_CODE,SCH_CODE,UNIQUE,NCES_DIST,NCES_SCH,Latitude,Longitude,Comment_Vax,PctMetMinRequirements_Vax
Lincoln Elementary ,Appleton Area,Elementary School,PK,6,Public school,Regular,No,1000 N Mason St  Appleton WI  54914-3698,Outagamie,6,17342,147,280,1470280,5500390,59,44.270907,-88.42534,Report received,95
Lincoln Elementary ,Beaver Dam Unified,Elementary School,KG,5,Public school,Regular,No,210 Gould St  Beaver Dam WI  53916-1997,Dodge,6,9380,336,100,3360100,5500960,126,43.461461,-88.822889,Report received,95
Lincoln Elementary ,Cudahy,Elementary School,K4,5,Public school,Regular,No,4416 S Packard Ave  Cudahy WI  53110-1195,Milwaukee,1,2677,1253,80,12530080,5503060,340,42.964157,-87.858813,Report received,95
Lincoln Elementary ,Green Bay Area Public,Elementary School,K4,5,Public school,Regular,No,105 S Buchanan St  Green Bay WI  54303-1998,Brown,7,11889,2289,420,22890420,5505820,562,44.522871,-88.040616,Report received,95
Lincoln Elementary ,Hartford J1,Elementary School,K4,5,Public school,Regular,No,755 S Rural St  Hartford WI  53027-2199,Washington,6,1181,2443,40,24430040,5506090,675,43.308941,-88.380453,Report received,95
Lincoln Elementary ,Janesville,Elementary School,K4,5,Public school,Regular,No,1821 Conde St  Janesville WI  53546-6099,Rock,2,6688,2695,200,26950200,5507020,766,42.653325,-89.041306,Report received,95
Lincoln Elementary ,Madison Metropolitan,Elementary School,K4,5,Public school,Regular,No,909 Sequoia Trl  Madison WI  53713-2599,Dane,2,8542,3269,15,32690015,5508520,2263,43.040728,-89.398449,Report received,95
Lincoln Elementary ,Marshfield Unified,Elementary School,KG,6,Public school,Regular,No,1621 S Felker Ave  Marshfield WI  54449,Wood,5,12720,3339,80,33390080,5508820,1018,44.652545,-90.164625,Report received,95
Lincoln Elementary ,New London,Elementary School,K4,4,Public school,Regular,No,201 E Washington St  New London WI  54961-1838,Waupaca,6,18068,3955,40,39550040,5510590,1383,44.386948,-88.737705,Report received,95
Lincoln Elementary ,Port Washington-Saukville,Elementary School,K4,4,Public school,Regular,No,1325 N Theis Ln  Port Washington WI  53074-1245,Ozaukee,1,1974,4515,60,45150060,5512000,1567,43.403977,-87.874525,Report received,95
Lincoln Elementary ,Richland,Elementary School,K4,0,Public school,Regular,No,678 S Park St  Richland Center WI  53581-2748,Richland,3,7306,4851,260,48510260,5512960,1706,43.330305,-90.383132,Report received,95
Lincoln Elementary ,Watertown Unified,Elementary School,KG,4,Public school,Regular,No,210 N Montgomery St  Watertown WI  53094-7648,Jefferson,2,2389,6125,80,61250080,5515750,1999,43.196294,-88.729944,Report received,95
Lincoln Elementary ,Wausau,Elementary School,KG,5,Public school,Regular,No,720 S 6th Ave  Wausau WI  54401-5382,Marathon,9,12142,6223,220,62230220,5515900,2056,44.954389,-89.64484,Report received,95
Lincoln Elementary ,Wauwatosa,Elementary School,K4,5,Public school,Regular,No,1741 N Wauwatosa Ave  Wauwatosa WI  53213-2296,Milwaukee,1,4926,6244,120,62440120,5515990,2082,43.05387,-88.007877,Report received,95
Lincoln Elementary ,Whitewater Unified,Elementary School,K4,5,Public school,Regular,No,242 S Prince St  Whitewater WI  53190-1777,Walworth,2,4154,6461,80,64610080,5516680,2180,42.831562,-88.747587,Report received,95
Lincoln High School,Alma Center,High School,9,12,Public school,Regular,No,124 S School St  Alma Center WI  54611-1200,Jackson,4,14427,91,60,910060,5500210,20,44.435491,-90.915759,Report received,95
Lincoln High School,Manitowoc,High School,10,12,Public school,Regular,No,1433 S 8th St  Manitowoc WI  54220-5799,Manitowoc,7,11426,3290,140,32900140,5508610,976,44.080375,-87.657249,Report received,95
Lincoln High School,Wisconsin Rapids,High School,9,12,Public school,Regular,No,1801 16th St S  Wisconsin Rapids WI  54494-5499,Wood,5,13434,6685,160,66850160,5517070,2209,44.37561,-89.805946,Report received,95
Lincoln-Erdman Elementary ,Sheboygan Area,Elementary School,K4,5,Public school,Regular,No,4101 N 50th St  Sheboygan WI  53083-2506,Sheboygan,7,2077,5271,180,52710180,5513650,1789,43.788742,-87.7726,Report received,95
Lindbergh Elementary ,Madison Metropolitan,Elementary School,K4,5,Public school,Regular,No,4500 Kennedy Rd  Madison WI  53704-1298,Dane,2,7865,3269,65,32690065,5508520,921,43.143676,-89.389208,Report received,95
Little Chute Career Pathways,Little Chute Area,High School,9,12,Public school,Regular,Charter,1402 Freedom Rd  Little Chute WI  54140-1313,Outagamie,6,653,3129,410,31290410,5508160,2905,44.287882,-88.311993,Report received,95
Little Chute Elementary ,Little Chute Area,Elementary School,K4,4,Public school,Regular,No,901 Grand Ave  Little Chute WI  54140-1700,Outagamie,6,10843,3129,20,31290020,5508160,900,44.283424,-88.316318,Report received,95
Little Chute High School,Little Chute Area,High School,9,12,Public school,Regular,No,1402 Freedom Rd  Little Chute WI  54140-1313,Outagamie,6,10844,3129,40,31290040,5508160,901,44.287882,-88.311993,Report received,95
Little Prairie Primary,East Troy Community,Elementary School,K4,2,Public school,Regular,No,2109 Townline Rd  East Troy WI  53120,Walworth,2,2786,1540,20,15400020,5504020,409,42.783946,-88.426435,Report received,95
Little Rails Early Learning,Spooner Area,Elementary School,K4,0,Public school,Regular,No,1821 Scribner St  Spooner WI  54801-1174,Washburn,11,854,5474,120,54740120,5514220,2956,45.837337,-91.889485,Report received,95
Locust Lane Elementary ,Eau Claire Area,Elementary School,KG,5,Public school,Regular,No,3245 Locust Ln  Eau Claire WI  54703-1100,Eau Claire,10,15306,1554,220,15540220,5504050,424,44.85344,-91.462736,Report received,95
Lodi Elementary ,Lodi,Elementary School,3,5,Public school,Regular,No,101 School St  Lodi WI  53555-1098,Columbia,5,6820,3150,40,31500040,5508190,904,43.318369,-89.526284,Report received,95
Lodi High School,Lodi,High School,9,12,Public school,Regular,No,1100 Sauk St  Lodi WI  53555-1098,Columbia,5,6821,3150,80,31500080,5508190,905,43.313493,-89.549966,Report received,95
Luck High School,Luck,High School,7,12,Public school,Regular,No,810 S 7th St  Luck WI  54853-9099,Polk,11,16764,3213,60,32130060,5508280,915,45.56877,-92.472999,Report received,95
Lumen Charter High School,Ripon Area,High School,9,12,Public school,Regular,Charter,850 Tiger Dr  Ripon WI  54971,Fond du Lac,6,681,4872,440,48720440,5513020,2875,43.836353,-88.834115,Report received,95
Luther Elementary ,Fort Atkinson,Elementary School,PK,5,Public school,Regular,No,205 Park St  Fort Atkinson WI  53538-2155,Jefferson,2,71190,1883,100,18830100,5504740,2416,42.919177,-88.840133,Report received,95
Luther Elementary ,South Milwaukee,Elementary School,K4,5,Public school,Regular,No,718 Hawthorne Ave  South Milwaukee WI  53172-1734,Milwaukee,1,3660,5439,20,54390020,5514040,1827,42.917309,-87.854943,Report received,95
Luxemburg-Casco High School,Luxemburg-Casco,High School,9,12,Public school,Regular,No,512 Center Dr  Luxemburg WI  54217,Kewaunee,7,11400,3220,140,32200140,5508340,918,44.54719,-87.701282,Report received,95
Luxemburg-Casco Intermed,Luxemburg-Casco,Elementary School,3,6,Public school,Regular,No,318 N Main St  Luxemburg WI  54217,Kewaunee,7,11399,3220,100,32200100,5508340,916,44.542378,-87.703278,Report received,95
Luxemburg-Casco Middle School ,Luxemburg-Casco,Middle School,7,8,Public school,Regular,No,619 Church Ave  Casco WI  54205-9721,Kewaunee,7,11321,3220,120,32200120,5508340,917,44.54973,-87.619249,Report received,95
Luxemburg-Casco Primary,Luxemburg-Casco,Elementary School,K4,2,Public school,Regular,No,601 Marcks Ln  Luxemburg WI  54217,Kewaunee,7,71456,3220,110,32200110,5508340,2525,44.549496,-87.701254,Report received,95
MacArthur Elementary ,Germantown,Elementary School,PK,5,Public school,Regular,No,W154N11492 Fond du Lac Ave  Germantown WI  53022-3499,Washington,1,1141,2058,120,20580120,5505160,555,43.22759,-88.101978,Report received,95
MacArthur Elementary ,Green Bay Area Public,Elementary School,K4,5,Public school,Regular,No,1331 Hobart Dr  Green Bay WI  54304-1499,Brown,7,11961,2289,430,22890430,5505820,632,44.519295,-88.088739,Report received,95
Madison Elementary ,Janesville,Elementary School,K4,5,Public school,Regular,No,331 N Grant Ave  Janesville WI  53548-3429,Rock,2,6579,2695,220,26950220,5507020,767,42.683852,-89.048278,Report received,95
Madison Elementary ,Manitowoc,Elementary School,1,6,Public school,Regular,No,701 N 4th St  Manitowoc WI  54220-3932,Manitowoc,7,11427,3290,160,32900160,5508610,977,44.100733,-87.650961,Report received,95
Madison Elementary ,Marshfield Unified,Elementary School,KG,6,Public school,Regular,No,510 N Palmetto Ave  Marshfield WI  54449-3099,Wood,5,12721,3339,100,33390100,5508820,1019,44.667781,-90.158236,Report received,95
Madison Elementary ,Stevens Point Area Public,Elementary School,PK,6,Public school,Regular,No,600 Maria Dr  Stevens Point WI  54481-1499,Portage,5,13177,5607,190,56070190,5514490,1874,44.534166,-89.589079,Report received,95
Madison Elementary ,Wauwatosa,Elementary School,K4,5,Public school,Regular,No,9925 W Glendale Ave  Wauwatosa WI  53225-4799,Milwaukee,1,5476,6244,160,62440160,5515990,2085,43.100802,-88.03606,Report received,95
Madison Elementary ,West Allis-West Milwaukee,Elementary School,K4,5,Public school,Regular,No,1117 S 104th St  West Allis WI  53214-2558,Milwaukee,1,4990,6300,300,63000300,5516260,2115,43.019597,-88.042653,Report received,95
Madison Middle School ,Appleton Area,Middle School,7,8,Public school,Regular,No,2020 S Carpenter St  Appleton WI  54915-4899,Calumet,6,17343,147,300,1470300,5500390,60,44.24291,-88.392312,Report received,95
Magee Elementary ,Kettle Moraine,Elementary School,K4,5,Public school,Regular,No,W313S4134 Highway 83  Genesee Depot WI  53127,Waukesha,1,2937,1376,160,13760160,5503510,378,42.969753,-88.372876,Report received,95
Magee Elementary ,Two Rivers Public,Elementary School,K4,4,Public school,Regular,No,3502 Glenwood St  Two Rivers WI  54241-1599,Manitowoc,7,61,5824,110,58240110,5515120,2627,44.166199,-87.582369,Report received,95
Maine Elementary ,Wausau,Elementary School,KG,5,Public school,Regular,No,5901 N 44th Ave  Wausau WI  54401-9717,Marathon,9,12143,6223,260,62230260,5515900,2058,45.025675,-89.691031,Report received,95
Malone Elementary ,Prescott,Elementary School,PK,5,Public school,Regular,No,505 Campbell St N  Prescott WI  54021-1073,Pierce,11,10247,4578,40,45780040,5512240,1591,44.75598,-92.792091,Report received,95
Maple Avenue Elementary ,Hamilton,Elementary School,KG,5,Public school,Regular,No,W240N6059 Maple Ave  Sussex WI  53089-3698,Waukesha,1,2294,2420,100,24200100,5506030,666,43.127866,-88.226564,Report received,95
Maple Grove Elementary ,Greenfield,Elementary School,K4,5,Public school,Regular,No,6921 W Coldspring Rd  Greenfield WI  53220-2910,Milwaukee,1,5282,2303,160,23030160,5505940,655,42.965871,-87.999539,Report received,95
Maplewood Elementary ,Sparta Area,Elementary School,KG,3,Public school,Regular,No,900 E Montgomery St  Sparta WI  54656-1450,Monroe,4,14890,5460,110,54600110,5514160,2321,43.949902,-90.797741,Report received,95
Maplewood Middle School ,Menasha Joint,Middle School,6,8,Public school,Regular,No,1600 Midway Rd  Menasha WI  54952-1228,Winnebago,6,17916,3430,20,34300020,5509030,1053,44.229886,-88.411931,Report received,95
Marathon Elementary ,Marathon City,Elementary School,K4,5,Public school,Regular,No,100 Spring Valley Dr  Marathon WI  54448,Marathon,9,12716,3304,20,33040020,5508670,991,44.928951,-89.831031,Report received,95
Marathon High School,Marathon City,High School,9,12,Public school,Regular,No,204 East St  Marathon WI  54448,Marathon,9,12712,3304,40,33040040,5508670,992,44.933254,-89.832961,Report received,95
Marcy Elementary ,Hamilton,Elementary School,KG,5,Public school,Regular,No,W180N4851 Marcy Rd  Menomonee Falls WI  53051-6599,Waukesha,1,1636,2420,120,24200120,5506030,667,43.105684,-88.137111,Report received,95
Marengo Valley Elementary ,Ashland,Elementary School,PK,5,Public school,Regular,No,62408 State Hwy 112  Ashland WI  54806-4128,Ashland,12,16209,170,120,1700120,5500510,79,46.443064,-90.873954,Report received,95
Marinette High School,Marinette,High School,9,12,Public school,Regular,No,2135 Pierce Ave  Marinette WI  54143-3998,Marinette,8,10876,3311,60,33110060,5508700,995,45.082187,-87.630915,Report received,95
Marinette Middle School ,Marinette,Middle School,5,8,Public school,Regular,No,1011 Water St  Marinette WI  54143-2524,Marinette,8,10877,3311,70,33110070,5508700,996,45.093922,-87.619365,Report received,95
Marion High School,Marion,High School,7,12,Public school,Regular,No,105 School St  Marion WI  54950-9506,Waupaca,8,17898,3318,100,33180100,5508730,1005,44.673142,-88.886733,Report received,95
Markesan High School,Markesan,High School,9,12,Public school,Regular,No,100 E Vista Blvd  Markesan WI  53946-8530,Green Lake,6,9606,3325,120,33250120,5508760,1011,43.71107,-88.98925,Report received,95
Markesan Intermediate,Markesan,Elementary School,4,5,Public school,Regular,No,200 S Margaret St  Markesan WI  53946,Green Lake,6,69,3325,110,33250110,5508760,2597,43.70501,-88.990689,Report received,95
Marshall Elementary ,Marshall,Elementary School,3,6,Public school,Regular,No,617 Madison St  Marshall WI  53559-9273,Dane,2,6887,3332,20,33320020,5508790,1012,42.923813,-89.225499,Report received,95
Marshfield K4,Marshfield Unified,Elementary School,K4,0,Public school,Regular,No,1010 E Fourth St  Marshfield WI  54449-4538,Wood,5,225,3339,130,33390130,5508820,2672,44.659393,-90.163421,Report received,95
Marshfield Middle School ,Marshfield Unified,Middle School,7,8,Public school,Regular,No,900 E 4th St  Marshfield WI  54449-4546,Wood,5,12722,3339,110,33390110,5508820,1020,44.658028,-90.165098,Report received,95
Martin Elementary ,Green Bay Area Public,Elementary School,K4,5,Public school,Regular,No,626 Pinehurst Dr  Green Bay WI  54302-4299,Brown,7,11848,2289,435,22890435,5505820,633,44.489442,-87.962994,Report received,95
Mauston High School,Mauston,High School,9,12,Public school,Regular,No,800 Grayside Ave  Mauston WI  53948,Juneau,5,9631,3360,60,33600060,5508850,1025,43.787885,-90.088612,Report received,95
McAuliffe Elementary ,Green Bay Area Public,Elementary School,K4,5,Public school,Regular,No,2071 Emerald Dr  Green Bay WI  54311-5013,Brown,7,12058,2289,437,22890437,5505820,2431,44.463074,-87.931411,Report received,95
McKinley Acad,Manitowoc,High School,9,12,Public school,Alternative,Charter,1010 Huron St  Manitowoc WI  54220,Manitowoc,7,316,3290,400,32900400,5508610,2701,44.102613,-87.66114,Report received,95
McKinley Charter Sch,Eau Claire Area,High School,6,12,Public school,Alternative,Charter,1266 McKinley Rd  Eau Claire WI  54703-2220,Eau Claire,10,30551,1554,580,15540580,5504050,705,44.828626,-91.45794,Report received,95
McNeel Intermediate,Beloit,Combined Elementary/Secondary School,4,8,Public school,Regular,No,1524 Frederick St  Beloit WI  53511-3200,Rock,2,6041,413,180,4130180,5501050,2330,42.519005,-89.072205,Report received,95
MCPASD 4K,Middleton-Cross Plains Area,Elementary School,K4,0,Public school,Regular,No,7106 South Ave  Middleton WI  53562-3263,Dane,2,667,3549,110,35490110,5509510,2888,43.094105,-89.504184,Report received,95
Mead Elementary  Charter,Wisconsin Rapids,Elementary School,K4,5,Public school,Regular,Charter,241 17th Ave S  Wisconsin Rapids WI  54495-2401,Wood,5,410,6685,170,66850170,5517070,2781,44.394168,-89.844062,Report received,95
Meadow View Elementary ,Oconomowoc Area,Elementary School,K4,4,Public school,Regular,No,W360N7077 Brown St  Oconomowoc WI  53066-1197,Waukesha,1,1794,4060,90,40600090,5510890,1420,43.147985,-88.463404,Report received,95
Meadow View Elementary ,Sun Prairie Area,Elementary School,PK,5,Public school,Regular,No,200 N Grand Ave  Sun Prairie WI  53590,Dane,2,1706,5656,110,56560110,5514640,3075,43.179222,-89.266382,Report received,95
Meadowview Elementary ,Eau Claire Area,Elementary School,KG,5,Public school,Regular,No,4714 Fairfax St  Eau Claire WI  54701-8083,Eau Claire,10,15138,1554,350,15540350,5504050,2405,44.768782,-91.468396,Report received,95
Meadowview Elementary ,Oak Creek-Franklin Joint,Elementary School,PK,5,Public school,Regular,No,10420 S McGraw Dr  Oak Creek WI  53154-6412,Milwaukee,1,3533,4018,80,40180080,5510830,1410,42.855109,-87.897001,Report received,95
Memorial High School,Beloit,High School,9,12,Public school,Regular,No,1225 4th St  Beloit WI  53511-4497,Rock,2,6042,413,200,4130200,5501050,146,42.513328,-89.037796,Report received,95
Memorial High School,Eau Claire Area,High School,9,12,Public school,Regular,No,2225 Keith St  Eau Claire WI  54701-4799,Eau Claire,10,15137,1554,340,15540340,5504050,429,44.79601,-91.473293,Report received,95
Memorial High School,Madison Metropolitan,High School,9,12,Public school,Regular,No,201 S Gammon Rd  Madison WI  53717-1499,Dane,2,8683,3269,360,32690360,5508520,937,43.064377,-89.50009,Report received,95
Menasha High School,Menasha Joint,High School,9,12,Public school,Regular,No,420 7th St  Menasha WI  54952-2299,Winnebago,6,17920,3430,100,34300100,5509030,1059,44.210822,-88.447801,Report received,95
Mendota Elementary ,Madison Metropolitan,Elementary School,K4,5,Public school,Regular,No,4002 School Rd  Madison WI  53704-1999,Dane,2,7871,3269,555,32690555,5508520,950,43.136909,-89.384832,Report received,95
Menominee Indian High School,Menominee Indian,High School,9,12,Public school,Regular,No,N500 STH 47-55  Keshena WI  54135,Menominee,8,10778,3434,40,34340040,5509070,1070,44.88646,-88.575133,Report received,95
Menominee Indian Middle School ,Menominee Indian,Middle School,6,8,Public school,Regular,No,N3455 STH 47  Neopit WI  54150,Menominee,8,10935,3434,60,34340060,5509070,1071,44.98777,-88.82269,Report received,95
Menomonee Falls High School,Menomonee Falls,High School,9,12,Public school,Regular,No,N80 W14350 Titan Dr  Menomonee Falls WI  53051-3999,Waukesha,1,1639,3437,110,34370110,5509060,2338,43.164812,-88.088469,Report received,95
Menomonie High School,Menomonie Area,High School,9,12,Public school,Regular,No,1715 5th St W  Menomonie WI  54751-3199,Dunn,11,15816,3444,180,34440180,5509090,1079,44.866683,-91.937202,Report received,95
Merrill Elementary ,Beloit,Elementary School,K4,3,Public school,Regular,No,1635 Nelson Ave  Beloit WI  53511,Rock,2,6043,413,210,4130210,5501050,147,42.518304,-89.021298,Report received,95
Merrill Elementary ,Oshkosh Area,Elementary School,KG,5,Public school,Regular,No,108 W New York Ave  Oshkosh WI  54901-3795,Winnebago,6,17151,4179,220,41790220,5511190,2681,44.032275,-88.539996,Report received,95
Merrill High School,Merrill Area,High School,9,12,Public school,Regular,No,1201 N Sales St  Merrill WI  54452-3197,Lincoln,9,12840,3500,140,35000140,5509210,1099,45.190527,-89.67224,Report received,95
Merton Primary,Merton Community,Elementary School,K4,4,Public school,Regular,No,N68W28460 Sussex Rd  Merton WI  53056,Waukesha,1,30881,3528,40,35280040,5509360,750,43.142723,-88.310966,Report received,95
Middleton High School,Middleton-Cross Plains Area,High School,9,12,Public school,Regular,No,2100 Bristol St  Middleton WI  53562,Dane,2,6940,3549,60,35490060,5509510,1107,43.09945,-89.50726,Report received,95
Midvale Elementary ,Madison Metropolitan,Elementary School,K4,2,Public school,Regular,No,502 Caromar Dr  Madison WI  53711-1597,Dane,2,8446,3269,570,32690570,5508520,951,43.057346,-89.450106,Report received,95
Milw Spanish Immersion,Milwaukee,Elementary School,K3,5,Public school,Regular,No,2765 S 55th St  Milwaukee WI  53219-3269,Milwaukee,1,5254,3619,167,36190167,5509600,1161,42.993879,-87.983797,Report received,95
Milwaukee Acad of Science,Milwaukee Acad of Science,Combined Elementary/Secondary School,K4,12,Non District Charter Schools,Regular,Charter,2000 W Kilbourn Ave  Milwaukee WI  53233,Milwaukee,1,71238,8106,1251,81061251,5500042,2234,43.042143,-87.93972,Report received,95
Mineral Point Elementary ,Mineral Point Unified,Elementary School,K4,5,Public school,Regular,No,611 Cothern St  Mineral Point WI  53565-1441,Iowa,3,7025,3633,60,36330060,5509660,1275,42.857339,-90.183493,Report received,95
Mineral Point High School,Mineral Point Unified,High School,9,12,Public school,Regular,No,705 Ross St  Mineral Point WI  53565-1074,Iowa,3,7026,3633,80,36330080,5509660,1276,42.863171,-90.191613,Report received,95
Mineral Point Middle School ,Mineral Point Unified,Middle School,6,8,Public school,Regular,No,705 Ross St  Mineral Point WI  53565-1074,Iowa,3,7027,3633,90,36330090,5509660,1277,42.863171,-90.191613,Report received,95
Mishicot High School,Mishicot,High School,9,12,Public school,Regular,No,660 Washington St  Mishicot WI  54228,Manitowoc,7,11546,3661,40,36610040,5509750,1283,44.238958,-87.634468,Report received,95
Mishicot Middle School ,Mishicot,Middle School,6,8,Public school,Regular,No,660 Washington St  Mishicot WI  54228,Manitowoc,7,39532,3661,120,36610120,5509750,1347,44.238958,-87.634468,Report received,95
Mitchell Elementary ,Cudahy,Elementary School,K4,5,Public school,Regular,No,5950 S Illinois Ave  Cudahy WI  53110-2921,Milwaukee,1,2675,1253,50,12530050,5503060,338,42.936127,-87.873953,Report received,95
Mitchell Elementary ,Milwaukee,Elementary School,K3,8,Public school,Regular,No,1728 S 23rd St  Milwaukee WI  53204-3009,Milwaukee,1,4491,3619,274,36190274,5509600,1219,43.011829,-87.941527,Report received,95
Mitchell Elementary ,West Allis-West Milwaukee,Elementary School,K4,5,Public school,Regular,No,10125 W Montana Ave  West Allis WI  53227-3356,Milwaukee,1,5543,6300,80,63000080,5516260,2104,42.993776,-88.039231,Report received,95
Mondovi Elementary ,Mondovi,Elementary School,K4,5,Public school,Regular,No,337 N Jackson St  Mondovi WI  54755-1197,Buffalo,10,15909,3668,80,36680080,5509780,1286,44.570212,-91.673938,Report received,95
Mondovi High School,Mondovi,High School,9,12,Public school,Regular,No,337 N Jackson St  Mondovi WI  54755-1197,Buffalo,10,15910,3668,100,36680100,5509780,1287,44.570212,-91.673938,Report received,95
Mondovi Middle School ,Mondovi,Middle School,6,8,Public school,Regular,No,337 N Jackson St  Mondovi WI  54755-1197,Buffalo,10,15911,3668,120,36680120,5509780,383,44.570212,-91.673938,Report received,95
Monona Grove Liberal Arts,Monona Grove,High School,9,12,Public school,Regular,Charter,5301 Monona Dr  Monona WI  53716-3126,Dane,2,597,3675,450,36750450,5509810,2828,43.061527,-89.327965,Report received,95
Monticello High School,Monticello,High School,9,12,Public school,Regular,No,334 S Main St  Monticello WI  53570,Green,2,7100,3696,40,36960040,5509900,1305,42.742764,-89.594287,Report received,95
Monticello Middle School ,Monticello,Middle School,6,8,Public school,Regular,No,334 S Main St  Monticello WI  53570,Green,2,7099,3696,30,36960030,5509900,384,42.742764,-89.594287,Report received,95
Mosinee Elementary ,Mosinee,Elementary School,K4,3,Public school,Regular,No,600 12th St  Mosinee WI  54455-1099,Marathon,9,12898,3787,80,37870080,5509960,1307,44.79705,-89.713216,Report received,95
Mosinee High School,Mosinee,High School,9,12,Public school,Regular,No,1000 High St  Mosinee WI  54455-1398,Marathon,9,12899,3787,100,37870100,5509960,1308,44.795306,-89.709888,Report received,95
Mosinee Middle School ,Mosinee,Combined Elementary/Secondary School,4,8,Public school,Regular,No,700 High St  Mosinee WI  54455-1337,Marathon,9,12900,3787,120,37870120,5509960,1309,44.793423,-89.707721,Report received,95
Mount Horeb Area Comm 4K,Mount Horeb Area,Elementary School,K4,0,Public school,Regular,No,300 Spellman St  Mount Horeb WI  53572,Dane,2,900,3794,150,37940150,5509990,2994,43.001313,-89.734928,Report received,95
Muir Elementary ,Madison Metropolitan,Elementary School,K4,5,Public school,Regular,No,6602 Inner Dr  Madison WI  53705-4297,Dane,2,7976,3269,390,32690390,5508520,940,43.068515,-89.494465,Report received,95
Muir Elementary ,Portage Community,Elementary School,2,5,Public school,Regular,No,2600 Woodcrest Dr  Portage WI  53901-1262,Columbia,5,9209,4501,90,45010090,5512060,2310,43.560716,-89.463448,Report received,95
Murray Park Elementary ,Ripon Area,Elementary School,3,5,Public school,Regular,No,64 Sunset Ave  Ripon WI  54971,Fond du Lac,6,18204,4872,100,48720100,5513020,487,43.856204,-88.84064,Report received,95
Muskego High School,Muskego-Norway,High School,9,12,Public school,Regular,No,W183S8750 Racine Ave  Muskego WI  53150-7602,Waukesha,1,3438,3857,180,38570180,5510170,1335,42.885076,-88.144816,Report received,95
Nasonville Elementary ,Marshfield Unified,Elementary School,KG,6,Public school,Regular,No,11044 US Highway 10  Marshfield WI  54449-9783,Wood,5,12724,3339,140,33390140,5508820,1022,44.599035,-90.265213,Report received,95
Nathan Hale High School,West Allis-West Milwaukee,High School,9,12,Public school,Regular,No,11601 W Lincoln Ave  West Allis WI  53227-1096,Milwaukee,1,5545,6300,340,63000340,5516260,2117,43.001392,-88.056326,Report received,95
Neenah High School,Neenah Joint,High School,9,12,Public school,Regular,No,1275 Tullar Rd  Neenah WI  54956-4498,Winnebago,6,17979,3892,180,38920180,5510320,1348,44.161904,-88.495336,Report received,95
Nekoosa 4K,Nekoosa,Elementary School,K4,0,Public school,Regular,No,500 S Section St  Nekoosa WI  54457-1499,Wood,5,954,3906,150,39060150,5510380,3014,44.310224,-89.904505,Report received,95
Nekoosa High School,Nekoosa,High School,9,12,Public school,Regular,No,500 Cedar St  Nekoosa WI  54457-1398,Wood,5,12970,3906,60,39060060,5510380,1360,44.309426,-89.910007,Report received,95
Netherwood Knoll Elementary ,Oregon,Elementary School,PK,4,Public school,Regular,No,276 Soden Dr  Oregon WI  53575,Dane,2,7205,4144,40,41440040,5511100,1469,42.933918,-89.389642,Report received,95
New Auburn Elementary ,New Auburn,Elementary School,K4,6,Public school,Regular,No,704 N East St  New Auburn WI  54757,Barron,10,15937,3920,20,39200020,5510440,1362,45.209656,-91.556872,Report received,95
New Holstein Elementary ,New Holstein,Elementary School,K4,5,Public school,Regular,No,2226 Park Ave  New Holstein WI  53061,Calumet,7,1742,3941,60,39410060,5510530,1378,43.952166,-88.097273,Report received,95
New Holstein High School,New Holstein,High School,9,12,Public school,Regular,No,1715 Plymouth St  New Holstein WI  53061-1254,Calumet,7,1743,3941,80,39410080,5510530,1379,43.947185,-88.102657,Report received,95
New Richmond Hillside Elementary ,New Richmond,Elementary School,KG,5,Public school,Regular,No,635 E Richmond Way  New Richmond WI  54017,Saint Croix,11,395,3962,170,39620170,5510620,2789,45.101523,-92.525469,Report received,95
New Richmond Paperjack Elementary ,New Richmond,Elementary School,KG,5,Public school,Regular,No,1011 E 11th St  New Richmond WI  54017,Saint Croix,11,10189,3962,10,39620010,5510620,225,45.111975,-92.522681,Report received,95
New Richmond Starr Elementary ,New Richmond,Elementary School,KG,5,Public school,Regular,No,967 S Starr Ave  New Richmond WI  54017-2346,Saint Croix,11,10190,3962,20,39620020,5510620,1389,45.113293,-92.532703,Report received,95
Nicolet Elementary ,Green Bay Area Public,Elementary School,K4,5,Public school,Regular,No,1309 Elm St  Green Bay WI  54302-1304,Brown,7,11849,2289,440,22890440,5505820,634,44.512837,-87.993799,Report received,95
Nicolet Elementary ,Menasha Joint,Elementary School,3,5,Public school,Regular,No,449 Ahnaip St  Menasha WI  54952-3374,Winnebago,6,17922,3430,140,34300140,5509030,2337,44.197032,-88.446665,Report received,95
North Lakeland Elementary ,North Lakeland,Elementary School,K4,8,Public school,Regular,No,12686 County Road K  Manitowish Waters WI  54545-9324,Vilas,9,13845,616,50,6160050,5501530,198,46.155097,-89.845465,Report received,95
North Middle School ,Menomonee Falls,Middle School,6,8,Public school,Regular,No,N88W16750 Garfield Dr  Menomonee Falls WI  53051-2815,Waukesha,1,1642,3437,220,34370220,5509060,1068,43.177721,-88.116093,Report received,95
North Park Elementary ,Racine Unified,Elementary School,K4,5,Public school,Regular,No,4748 Elizabeth St  Racine WI  53402-2499,Racine,1,5705,4620,150,46200150,5512360,1634,42.781342,-87.802859,Report received,95
